Name,METADATA Attribute,Required,Value Set Code,Category,Context,Description
"Third-Party Sick Pay","_THIRD_PARTY_SICK_PAY(PER_ORGANIZATION_INFORMATION_EFF=HRX_US_TRU_W2_RULES_CO)","No","HRC_YES_NO","Tax Reporting Unit For United States","Colorado W-2 Reporting Rules Overrides","Captures Third-Party Sick Pay"
"Third-Party Sick Pay","_THIRD_PARTY_SICK_PAY(PER_ORGANIZATION_INFORMATION_EFF=HRX_US_TRU_W2_RULES_DC)","No","HRC_YES_NO","Tax Reporting Unit For United States","District of Columbia W-2 Reporting Rules Overrides","Captures Third-Party Sick Pay"
"Third-Party Sick Pay","_THIRD_PARTY_SICK_PAY(PER_ORGANIZATION_INFORMATION_EFF=HRX_US_TRU_W2_RULES_DE)","No","HRC_YES_NO","Tax Reporting Unit For United States","Delaware W-2 Reporting Rules Overrides","Captures Third-Party Sick Pay"
"Third-Party Sick Pay","_THIRD_PARTY_SICK_PAY(PER_ORGANIZATION_INFORMATION_EFF=HRX_US_TRU_W2_RULES_IA)","No","HRC_YES_NO","Tax Reporting Unit For United States","Iowa W-2 Reporting Rules Overrides","Captures Third-Party Sick Pay"
"Third-Party Sick Pay","_THIRD_PARTY_SICK_PAY(PER_ORGANIZATION_INFORMATION_EFF=HRX_US_TRU_W2_RULES_ID)","No","HRC_YES_NO","Tax Reporting Unit For United States","Idaho W-2 Reporting Rules Overrides","Captures Third-Party Sick Pay"
"Third-Party Sick Pay","_THIRD_PARTY_SICK_PAY(PER_ORGANIZATION_INFORMATION_EFF=HRX_US_TRU_W2_RULES_IL)","No","HRC_YES_NO","Tax Reporting Unit For United States","Illinois W-2 Reporting Rules Overrides","Captures Third-Party Sick Pay"
"Third-Party Sick Pay","_THIRD_PARTY_SICK_PAY(PER_ORGANIZATION_INFORMATION_EFF=HRX_US_TRU_W2_RULES_IN)","No","HRC_YES_NO","Tax Reporting Unit For United States","Indiana W-2 Reporting Rules Overrides","Captures Third-Party Sick Pay"
"Third-Party Sick Pay","_THIRD_PARTY_SICK_PAY(PER_ORGANIZATION_INFORMATION_EFF=HRX_US_TRU_W2_RULES_KS)","No","HRC_YES_NO","Tax Reporting Unit For United States","Kansas W-2 Reporting Rules Overrides","Captures Third-Party Sick Pay"
"Third-Party Sick Pay","_THIRD_PARTY_SICK_PAY(PER_ORGANIZATION_INFORMATION_EFF=HRX_US_TRU_W2_RULES_KY)","No","HRC_YES_NO","Tax Reporting Unit For United States","Kentucky W-2 Reporting Rules Overrides","Captures Third-Party Sick Pay"
"Third-Party Sick Pay","_THIRD_PARTY_SICK_PAY(PER_ORGANIZATION_INFORMATION_EFF=HRX_US_TRU_W2_RULES_LA)","No","HRC_YES_NO","Tax Reporting Unit For United States","Louisiana W-2 Reporting Rules Overrides","Captures Third-Party Sick Pay"
"Third-Party Sick Pay","_THIRD_PARTY_SICK_PAY(PER_ORGANIZATION_INFORMATION_EFF=HRX_US_TRU_W2_RULES_MD)","No","HRC_YES_NO","Tax Reporting Unit For United States","Maryland W-2 Reporting Rules Overrides","Captures Third-Party Sick Pay"
"Third-Party Sick Pay","_THIRD_PARTY_SICK_PAY(PER_ORGANIZATION_INFORMATION_EFF=HRX_US_TRU_W2_RULES_ME)","No","HRC_YES_NO","Tax Reporting Unit For United States","Maine W-2 Reporting Rules Overrides","Captures Third-Party Sick Pay"
"Third-Party Sick Pay","_THIRD_PARTY_SICK_PAY(PER_ORGANIZATION_INFORMATION_EFF=HRX_US_TRU_W2_RULES_MI)","No","HRC_YES_NO","Tax Reporting Unit For United States","Michigan W-2 Reporting Rules Overrides","Captures Third-Party Sick Pay"
"Third-Party Sick Pay","_THIRD_PARTY_SICK_PAY(PER_ORGANIZATION_INFORMATION_EFF=HRX_US_TRU_W2_RULES_MN)","No","HRC_YES_NO","Tax Reporting Unit For United States","Minnesota W-2 Reporting Rules Overrides","Captures Third-Party Sick Pay"
"Third-Party Sick Pay","_THIRD_PARTY_SICK_PAY(PER_ORGANIZATION_INFORMATION_EFF=HRX_US_TRU_W2_RULES_MO)","No","HRC_YES_NO","Tax Reporting Unit For United States","Missouri W-2 Reporting Rules Overrides","Captures Third-Party Sick Pay"
"Third-Party Sick Pay","_THIRD_PARTY_SICK_PAY(PER_ORGANIZATION_INFORMATION_EFF=HRX_US_TRU_W2_RULES_MS)","No","HRC_YES_NO","Tax Reporting Unit For United States","Mississippi W-2 Reporting Rules Overrides","Captures Third-Party Sick Pay"
"Third-Party Sick Pay","_THIRD_PARTY_SICK_PAY(PER_ORGANIZATION_INFORMATION_EFF=HRX_US_TRU_W2_RULES_MT)","No","HRC_YES_NO","Tax Reporting Unit For United States","Montana W-2 Reporting Rules Overrides","Captures Third-Party Sick Pay"
"Third-Party Sick Pay","_THIRD_PARTY_SICK_PAY(PER_ORGANIZATION_INFORMATION_EFF=HRX_US_TRU_W2_RULES_ND)","No","HRC_YES_NO","Tax Reporting Unit For United States","North Dakota W-2 Reporting Rules Overrides","Captures Third-Party Sick Pay"
"Third-Party Sick Pay","_THIRD_PARTY_SICK_PAY(PER_ORGANIZATION_INFORMATION_EFF=HRX_US_TRU_W2_RULES_NE)","No","HRC_YES_NO","Tax Reporting Unit For United States","Nebraska W-2 Reporting Rules Overrides","Captures Third-Party Sick Pay"
"Third-Party Sick Pay","_THIRD_PARTY_SICK_PAY(PER_ORGANIZATION_INFORMATION_EFF=HRX_US_TRU_W2_RULES_NJ)","No","HRC_YES_NO","Tax Reporting Unit For United States","New Jersey W-2 Reporting Rules Overrides","Captures Third-Party Sick Pay"
"Third-Party Sick Pay","_THIRD_PARTY_SICK_PAY(PER_ORGANIZATION_INFORMATION_EFF=HRX_US_TRU_W2_RULES_NM)","No","HRC_YES_NO","Tax Reporting Unit For United States","New Mexico W-2 Reporting Rules Overrides","Captures Third-Party Sick Pay"
"Third-Party Sick Pay","_THIRD_PARTY_SICK_PAY(PER_ORGANIZATION_INFORMATION_EFF=HRX_US_TRU_W2_RULES_OH)","No","HRC_YES_NO","Tax Reporting Unit For United States","Ohio W-2 Reporting Rules Overrides","Captures Third-Party Sick Pay"
"Third-Party Sick Pay","_THIRD_PARTY_SICK_PAY(PER_ORGANIZATION_INFORMATION_EFF=HRX_US_TRU_W2_RULES_OR)","No","HRC_YES_NO","Tax Reporting Unit For United States","Oregon W-2 Reporting Rules Overrides","Captures Third-Party Sick Pay"
"Third-Party Sick Pay","_THIRD_PARTY_SICK_PAY(PER_ORGANIZATION_INFORMATION_EFF=HRX_US_TRU_W2_RULES_PR)","No","HRC_YES_NO","Tax Reporting Unit For United States","Puerto Rico W-2 Reporting Rules Overrides","Captures Third-Party Sick Pay"
"Third-Party Sick Pay","_THIRD_PARTY_SICK_PAY(PER_ORGANIZATION_INFORMATION_EFF=HRX_US_TRU_W2_RULES_RI)","No","HRC_YES_NO","Tax Reporting Unit For United States","Rhode Island W-2 Reporting Rules Overrides","Captures Third-Party Sick Pay"
"Third-Party Sick Pay","_THIRD_PARTY_SICK_PAY(PER_ORGANIZATION_INFORMATION_EFF=HRX_US_TRU_W2_RULES_SC)","No","HRC_YES_NO","Tax Reporting Unit For United States","South Carolina W-2 Reporting Rules Overrides","Captures Third-Party Sick Pay"
"Third-Party Sick Pay","_THIRD_PARTY_SICK_PAY(PER_ORGANIZATION_INFORMATION_EFF=HRX_US_TRU_W2_RULES_UT)","No","HRC_YES_NO","Tax Reporting Unit For United States","Utah W-2 Reporting Rules Overrides","Captures Third-Party Sick Pay"
"Third-Party Sick Pay","_THIRD_PARTY_SICK_PAY(PER_ORGANIZATION_INFORMATION_EFF=HRX_US_TRU_W2_RULES_VA)","No","HRC_YES_NO","Tax Reporting Unit For United States","Virginia W-2 Reporting Rules Overrides","Captures Third-Party Sick Pay"
"Third-Party Sick Pay","_THIRD_PARTY_SICK_PAY(PER_ORGANIZATION_INFORMATION_EFF=HRX_US_TRU_W2_RULES_VI)","No","HRC_YES_NO","Tax Reporting Unit For United States","Virgin Islands W-2 Reporting Rules Overrides","Captures Third-Party Sick Pay"
"Third-Party Sick Pay","_THIRD_PARTY_SICK_PAY(PER_ORGANIZATION_INFORMATION_EFF=HRX_US_TRU_W2_RULES_VT)","No","HRC_YES_NO","Tax Reporting Unit For United States","Vermont W-2 Reporting Rules Overrides","Captures Third-Party Sick Pay"
"Third-Party Sick Pay","_THIRD_PARTY_SICK_PAY(PER_ORGANIZATION_INFORMATION_EFF=HRX_US_TRU_W2_RULES_WI)","No","HRC_YES_NO","Tax Reporting Unit For United States","Wisconsin W-2 Reporting Rules Overrides","Captures Third-Party Sick Pay"
"Third-Party Sick Pay","_THIRD_PARTY_SICK_PAY(PER_ORGANIZATION_INFORMATION_EFF=HRX_US_TRU_W2_RULES_WV)","No","HRC_YES_NO","Tax Reporting Unit For United States","West Virginia W-2 Reporting Rules Overrides","Captures Third-Party Sick Pay"
"Third-Party Sick Pay","_THIRD_PARTY_SICK_PAY_Display(PER_ORGANIZATION_INFORMATION_EFF=HRX_US_TRU_W2_FEDERAL_RULES)","No","HRC_YES_NO","Tax Reporting Unit For United States","Federal Year-End Reporting Rules","Captures Third-Party Sick Pay"
"Third-Party Sick Pay","_THIRD_PARTY_SICK_PAY_Display(PER_ORGANIZATION_INFORMATION_EFF=HRX_US_TRU_W2_RULES_AR)","No","HRC_YES_NO","Tax Reporting Unit For United States","Arkansas W-2 Reporting Rules Overrides","Captures Third-Party Sick Pay"
"Third-Party Sick Pay","_THIRD_PARTY_SICK_PAY_Display(PER_ORGANIZATION_INFORMATION_EFF=HRX_US_TRU_W2_RULES_AZ)","No","HRC_YES_NO","Tax Reporting Unit For United States","Arizona W-2 Reporting Rules Overrides","Captures Third Party Sick Pay"
"Third-Party Sick Pay","_THIRD_PARTY_SICK_PAY_Display(PER_ORGANIZATION_INFORMATION_EFF=HRX_US_TRU_W2_RULES_CO)","No","HRC_YES_NO","Tax Reporting Unit For United States","Colorado W-2 Reporting Rules Overrides","Captures Third-Party Sick Pay"
"Third-Party Sick Pay","_THIRD_PARTY_SICK_PAY_Display(PER_ORGANIZATION_INFORMATION_EFF=HRX_US_TRU_W2_RULES_DC)","No","HRC_YES_NO","Tax Reporting Unit For United States","District of Columbia W-2 Reporting Rules Overrides","Captures Third-Party Sick Pay"
"Third-Party Sick Pay","_THIRD_PARTY_SICK_PAY_Display(PER_ORGANIZATION_INFORMATION_EFF=HRX_US_TRU_W2_RULES_DE)","No","HRC_YES_NO","Tax Reporting Unit For United States","Delaware W-2 Reporting Rules Overrides","Captures Third-Party Sick Pay"
"Third-Party Sick Pay","_THIRD_PARTY_SICK_PAY_Display(PER_ORGANIZATION_INFORMATION_EFF=HRX_US_TRU_W2_RULES_IA)","No","HRC_YES_NO","Tax Reporting Unit For United States","Iowa W-2 Reporting Rules Overrides","Captures Third-Party Sick Pay"
"Third-Party Sick Pay","_THIRD_PARTY_SICK_PAY_Display(PER_ORGANIZATION_INFORMATION_EFF=HRX_US_TRU_W2_RULES_ID)","No","HRC_YES_NO","Tax Reporting Unit For United States","Idaho W-2 Reporting Rules Overrides","Captures Third-Party Sick Pay"
"Third-Party Sick Pay","_THIRD_PARTY_SICK_PAY_Display(PER_ORGANIZATION_INFORMATION_EFF=HRX_US_TRU_W2_RULES_IL)","No","HRC_YES_NO","Tax Reporting Unit For United States","Illinois W-2 Reporting Rules Overrides","Captures Third-Party Sick Pay"
"Third-Party Sick Pay","_THIRD_PARTY_SICK_PAY_Display(PER_ORGANIZATION_INFORMATION_EFF=HRX_US_TRU_W2_RULES_IN)","No","HRC_YES_NO","Tax Reporting Unit For United States","Indiana W-2 Reporting Rules Overrides","Captures Third-Party Sick Pay"
"Third-Party Sick Pay","_THIRD_PARTY_SICK_PAY_Display(PER_ORGANIZATION_INFORMATION_EFF=HRX_US_TRU_W2_RULES_KS)","No","HRC_YES_NO","Tax Reporting Unit For United States","Kansas W-2 Reporting Rules Overrides","Captures Third-Party Sick Pay"
"Third-Party Sick Pay","_THIRD_PARTY_SICK_PAY_Display(PER_ORGANIZATION_INFORMATION_EFF=HRX_US_TRU_W2_RULES_KY)","No","HRC_YES_NO","Tax Reporting Unit For United States","Kentucky W-2 Reporting Rules Overrides","Captures Third-Party Sick Pay"
"Third-Party Sick Pay","_THIRD_PARTY_SICK_PAY_Display(PER_ORGANIZATION_INFORMATION_EFF=HRX_US_TRU_W2_RULES_LA)","No","HRC_YES_NO","Tax Reporting Unit For United States","Louisiana W-2 Reporting Rules Overrides","Captures Third-Party Sick Pay"
"Third-Party Sick Pay","_THIRD_PARTY_SICK_PAY_Display(PER_ORGANIZATION_INFORMATION_EFF=HRX_US_TRU_W2_RULES_MD)","No","HRC_YES_NO","Tax Reporting Unit For United States","Maryland W-2 Reporting Rules Overrides","Captures Third-Party Sick Pay"
"Third-Party Sick Pay","_THIRD_PARTY_SICK_PAY_Display(PER_ORGANIZATION_INFORMATION_EFF=HRX_US_TRU_W2_RULES_ME)","No","HRC_YES_NO","Tax Reporting Unit For United States","Maine W-2 Reporting Rules Overrides","Captures Third-Party Sick Pay"
"Third-Party Sick Pay","_THIRD_PARTY_SICK_PAY_Display(PER_ORGANIZATION_INFORMATION_EFF=HRX_US_TRU_W2_RULES_MI)","No","HRC_YES_NO","Tax Reporting Unit For United States","Michigan W-2 Reporting Rules Overrides","Captures Third-Party Sick Pay"
"Third-Party Sick Pay","_THIRD_PARTY_SICK_PAY_Display(PER_ORGANIZATION_INFORMATION_EFF=HRX_US_TRU_W2_RULES_MN)","No","HRC_YES_NO","Tax Reporting Unit For United States","Minnesota W-2 Reporting Rules Overrides","Captures Third-Party Sick Pay"
"Third-Party Sick Pay","_THIRD_PARTY_SICK_PAY_Display(PER_ORGANIZATION_INFORMATION_EFF=HRX_US_TRU_W2_RULES_MO)","No","HRC_YES_NO","Tax Reporting Unit For United States","Missouri W-2 Reporting Rules Overrides","Captures Third-Party Sick Pay"
"Third-Party Sick Pay","_THIRD_PARTY_SICK_PAY_Display(PER_ORGANIZATION_INFORMATION_EFF=HRX_US_TRU_W2_RULES_MS)","No","HRC_YES_NO","Tax Reporting Unit For United States","Mississippi W-2 Reporting Rules Overrides","Captures Third-Party Sick Pay"
"Third-Party Sick Pay","_THIRD_PARTY_SICK_PAY_Display(PER_ORGANIZATION_INFORMATION_EFF=HRX_US_TRU_W2_RULES_MT)","No","HRC_YES_NO","Tax Reporting Unit For United States","Montana W-2 Reporting Rules Overrides","Captures Third-Party Sick Pay"
"Third-Party Sick Pay","_THIRD_PARTY_SICK_PAY_Display(PER_ORGANIZATION_INFORMATION_EFF=HRX_US_TRU_W2_RULES_ND)","No","HRC_YES_NO","Tax Reporting Unit For United States","North Dakota W-2 Reporting Rules Overrides","Captures Third-Party Sick Pay"
"Third-Party Sick Pay","_THIRD_PARTY_SICK_PAY_Display(PER_ORGANIZATION_INFORMATION_EFF=HRX_US_TRU_W2_RULES_NE)","No","HRC_YES_NO","Tax Reporting Unit For United States","Nebraska W-2 Reporting Rules Overrides","Captures Third-Party Sick Pay"
"Third-Party Sick Pay","_THIRD_PARTY_SICK_PAY_Display(PER_ORGANIZATION_INFORMATION_EFF=HRX_US_TRU_W2_RULES_NJ)","No","HRC_YES_NO","Tax Reporting Unit For United States","New Jersey W-2 Reporting Rules Overrides","Captures Third-Party Sick Pay"
"Third-Party Sick Pay","_THIRD_PARTY_SICK_PAY_Display(PER_ORGANIZATION_INFORMATION_EFF=HRX_US_TRU_W2_RULES_NM)","No","HRC_YES_NO","Tax Reporting Unit For United States","New Mexico W-2 Reporting Rules Overrides","Captures Third-Party Sick Pay"
"Third-Party Sick Pay","_THIRD_PARTY_SICK_PAY_Display(PER_ORGANIZATION_INFORMATION_EFF=HRX_US_TRU_W2_RULES_OH)","No","HRC_YES_NO","Tax Reporting Unit For United States","Ohio W-2 Reporting Rules Overrides","Captures Third-Party Sick Pay"
"Third-Party Sick Pay","_THIRD_PARTY_SICK_PAY_Display(PER_ORGANIZATION_INFORMATION_EFF=HRX_US_TRU_W2_RULES_OR)","No","HRC_YES_NO","Tax Reporting Unit For United States","Oregon W-2 Reporting Rules Overrides","Captures Third-Party Sick Pay"
"Third-Party Sick Pay","_THIRD_PARTY_SICK_PAY_Display(PER_ORGANIZATION_INFORMATION_EFF=HRX_US_TRU_W2_RULES_PR)","No","HRC_YES_NO","Tax Reporting Unit For United States","Puerto Rico W-2 Reporting Rules Overrides","Captures Third-Party Sick Pay"
"Third-Party Sick Pay","_THIRD_PARTY_SICK_PAY_Display(PER_ORGANIZATION_INFORMATION_EFF=HRX_US_TRU_W2_RULES_RI)","No","HRC_YES_NO","Tax Reporting Unit For United States","Rhode Island W-2 Reporting Rules Overrides","Captures Third-Party Sick Pay"
"Third-Party Sick Pay","_THIRD_PARTY_SICK_PAY_Display(PER_ORGANIZATION_INFORMATION_EFF=HRX_US_TRU_W2_RULES_SC)","No","HRC_YES_NO","Tax Reporting Unit For United States","South Carolina W-2 Reporting Rules Overrides","Captures Third-Party Sick Pay"
"Third-Party Sick Pay","_THIRD_PARTY_SICK_PAY_Display(PER_ORGANIZATION_INFORMATION_EFF=HRX_US_TRU_W2_RULES_UT)","No","HRC_YES_NO","Tax Reporting Unit For United States","Utah W-2 Reporting Rules Overrides","Captures Third-Party Sick Pay"
"Third-Party Sick Pay","_THIRD_PARTY_SICK_PAY_Display(PER_ORGANIZATION_INFORMATION_EFF=HRX_US_TRU_W2_RULES_VA)","No","HRC_YES_NO","Tax Reporting Unit For United States","Virginia W-2 Reporting Rules Overrides","Captures Third-Party Sick Pay"
"Third-Party Sick Pay","_THIRD_PARTY_SICK_PAY_Display(PER_ORGANIZATION_INFORMATION_EFF=HRX_US_TRU_W2_RULES_VI)","No","HRC_YES_NO","Tax Reporting Unit For United States","Virgin Islands W-2 Reporting Rules Overrides","Captures Third-Party Sick Pay"
"Third-Party Sick Pay","_THIRD_PARTY_SICK_PAY_Display(PER_ORGANIZATION_INFORMATION_EFF=HRX_US_TRU_W2_RULES_VT)","No","HRC_YES_NO","Tax Reporting Unit For United States","Vermont W-2 Reporting Rules Overrides","Captures Third-Party Sick Pay"
"Third-Party Sick Pay","_THIRD_PARTY_SICK_PAY_Display(PER_ORGANIZATION_INFORMATION_EFF=HRX_US_TRU_W2_RULES_WI)","No","HRC_YES_NO","Tax Reporting Unit For United States","Wisconsin W-2 Reporting Rules Overrides","Captures Third-Party Sick Pay"
"Third-Party Sick Pay","_THIRD_PARTY_SICK_PAY_Display(PER_ORGANIZATION_INFORMATION_EFF=HRX_US_TRU_W2_RULES_WV)","No","HRC_YES_NO","Tax Reporting Unit For United States","West Virginia W-2 Reporting Rules Overrides","Captures Third-Party Sick Pay"
"Territory Identifier","territoryIdentifier(PER_ORGANIZATION_INFORMATION_EFF=ORA_HRX_US_TRU_TERRITORY_RULES)","No","ORA_HRX_US_TERRITORY_IDENTIFIER","Tax Reporting Unit For United States","Territory Rules","Captures the territory information."
"Territory Identifier","territoryIdentifier_Display(PER_ORGANIZATION_INFORMATION_EFF=ORA_HRX_US_TRU_TERRITORY_RULES)","No","ORA_HRX_US_TERRITORY_IDENTIFIER","Tax Reporting Unit For United States","Territory Rules","Captures the territory information."
"Termination and ROE Mapping Unique Identifier","oraHrxCaPsuTermRoeUnique(PER_ORGANIZATION_INFORMATION_EFF=ORA_HRX_CA_PSU_TERM_ROE_MAP)","Yes","HRC_NUMBER_20","Payroll Statutory Unit For Canada","Record of Employment Mapping: Terminations","Uniquely identifies the segment"
"Termination Contact","oraHrxCaRoeDeptTermCnt(PER_ORGANIZATION_INFORMATION_EFF=ORA_HRX_CA_ROE_DEPT_CONTACT)","No","ORA_HRX_CA_ROE_TERM_CNT_VS","Department","Canada Record of Employment Contact Department Information","Record of Employment Termination Contact"
"Termination Contact","oraHrxCaRoeDeptTermCnt_Display(PER_ORGANIZATION_INFORMATION_EFF=ORA_HRX_CA_ROE_DEPT_CONTACT)","No","ORA_HRX_CA_ROE_TERM_CNT_VS","Department","Canada Record of Employment Contact Department Information","Record of Employment Termination Contact"
"Terminated Business","_TERMINATED_BUSINESS(PER_ORGANIZATION_INFORMATION_EFF=HRX_US_PSU_SQWL_RULES_MI)","Yes","HRC_YES_NO","Payroll Statutory Unit For United States","Michigan State Quarterly Wage Listing Rules","Captures Terminated Business"
"Terminated Business","_TERMINATED_BUSINESS(PER_ORGANIZATION_INFORMATION_EFF=HRX_US_PSU_SQWL_RULES_VT)","Yes","HRC_YES_NO","Payroll Statutory Unit For United States","Vermont State Quarterly Wage Listing Rules","Captures Terminated Business for Vermont"
"Terminated Business","_TERMINATED_BUSINESS(PER_ORGANIZATION_INFORMATION_EFF=HRX_US_PSU_W2_FEDERAL_RULES)","No","HRC_YES_NO","Payroll Statutory Unit For United States","Federal W-2 Reporting Rules","Captures Terminated Business"
"Terminated Business","_TERMINATED_BUSINESS(PER_ORGANIZATION_INFORMATION_EFF=HRX_US_PSU_W2_RULES_AR)","No","HRC_YES_NO","Payroll Statutory Unit For United States","Arkansas W-2 Reporting Rules","Captures Terminated Business"
"Terminated Business","_TERMINATED_BUSINESS(PER_ORGANIZATION_INFORMATION_EFF=HRX_US_PSU_W2_RULES_AZ)","No","HRC_YES_NO","Payroll Statutory Unit For United States","Arizona W-2 Reporting Rules","Captures Terminated Business"
"Terminated Business","_TERMINATED_BUSINESS(PER_ORGANIZATION_INFORMATION_EFF=HRX_US_PSU_W2_RULES_CO)","No","HRC_YES_NO","Payroll Statutory Unit For United States","Colorado W-2 Reporting Rules","Captures Terminated Business"
"Terminated Business","_TERMINATED_BUSINESS(PER_ORGANIZATION_INFORMATION_EFF=HRX_US_PSU_W2_RULES_DC)","No","HRC_YES_NO","Payroll Statutory Unit For United States","District of Columbia W-2 Reporting Rules","Captures Terminated Business"
"Terminated Business","_TERMINATED_BUSINESS(PER_ORGANIZATION_INFORMATION_EFF=HRX_US_PSU_W2_RULES_DE)","No","HRC_YES_NO","Payroll Statutory Unit For United States","Delaware W-2 Reporting Rules","Captures Terminated Business"
"Terminated Business","_TERMINATED_BUSINESS(PER_ORGANIZATION_INFORMATION_EFF=HRX_US_PSU_W2_RULES_IA)","No","HRC_YES_NO","Payroll Statutory Unit For United States","Iowa W-2 Reporting Rules","Captures Terminated Business"
"Terminated Business","_TERMINATED_BUSINESS(PER_ORGANIZATION_INFORMATION_EFF=HRX_US_PSU_W2_RULES_ID)","No","HRC_YES_NO","Payroll Statutory Unit For United States","Idaho W-2 Reporting Rules","Captures Terminated Business"
"Terminated Business","_TERMINATED_BUSINESS(PER_ORGANIZATION_INFORMATION_EFF=HRX_US_PSU_W2_RULES_IL)","No","HRC_YES_NO","Payroll Statutory Unit For United States","Illinois W-2 Reporting Rules","Captures Terminated Business"
"Terminated Business","_TERMINATED_BUSINESS(PER_ORGANIZATION_INFORMATION_EFF=HRX_US_PSU_W2_RULES_IN)","No","HRC_YES_NO","Payroll Statutory Unit For United States","Indiana W-2 Reporting Rules","Captures Terminated Business"
"Terminated Business","_TERMINATED_BUSINESS(PER_ORGANIZATION_INFORMATION_EFF=HRX_US_PSU_W2_RULES_KS)","No","HRC_YES_NO","Payroll Statutory Unit For United States","Kansas W-2 Reporting Rules","Captures Terminated Business"
"Terminated Business","_TERMINATED_BUSINESS(PER_ORGANIZATION_INFORMATION_EFF=HRX_US_PSU_W2_RULES_KY)","No","HRC_YES_NO","Payroll Statutory Unit For United States","Kentucky W-2 Reporting Rules","Captures Terminated Business"
"Terminated Business","_TERMINATED_BUSINESS(PER_ORGANIZATION_INFORMATION_EFF=HRX_US_PSU_W2_RULES_LA)","No","HRC_YES_NO","Payroll Statutory Unit For United States","Louisiana W-2 Reporting Rules","Captures Terminated Business"
"Terminated Business","_TERMINATED_BUSINESS(PER_ORGANIZATION_INFORMATION_EFF=HRX_US_PSU_W2_RULES_MA)","No","HRC_YES_NO","Payroll Statutory Unit For United States","Massachusetts W-2 Reporting Rules","Captures Terminated Business"
"Terminated Business","_TERMINATED_BUSINESS(PER_ORGANIZATION_INFORMATION_EFF=HRX_US_PSU_W2_RULES_ME)","No","HRC_YES_NO","Payroll Statutory Unit For United States","Maine W-2 Reporting Rules","Captures Terminated Business"
"Terminated Business","_TERMINATED_BUSINESS(PER_ORGANIZATION_INFORMATION_EFF=HRX_US_PSU_W2_RULES_MI)","No","HRC_YES_NO","Payroll Statutory Unit For United States","Michigan W-2 Reporting Rules","Captures Terminated Business"
"Terminated Business","_TERMINATED_BUSINESS(PER_ORGANIZATION_INFORMATION_EFF=HRX_US_PSU_W2_RULES_MN)","No","HRC_YES_NO","Payroll Statutory Unit For United States","Minnesota W-2 Reporting Rules","Captures Terminated Business"
"Terminated Business","_TERMINATED_BUSINESS(PER_ORGANIZATION_INFORMATION_EFF=HRX_US_PSU_W2_RULES_MO)","No","HRC_YES_NO","Payroll Statutory Unit For United States","Missouri W-2 Reporting Rules","Captures Terminated Business"
"Terminated Business","_TERMINATED_BUSINESS(PER_ORGANIZATION_INFORMATION_EFF=HRX_US_PSU_W2_RULES_MS)","No","HRC_YES_NO","Payroll Statutory Unit For United States","Mississippi W-2 Reporting Rules","Captures Terminated Business"
"Terminated Business","_TERMINATED_BUSINESS(PER_ORGANIZATION_INFORMATION_EFF=HRX_US_PSU_W2_RULES_MT)","No","HRC_YES_NO","Payroll Statutory Unit For United States","Montana W-2 Reporting Rules","Captures Terminated Business"
"Terminated Business","_TERMINATED_BUSINESS(PER_ORGANIZATION_INFORMATION_EFF=HRX_US_PSU_W2_RULES_ND)","No","HRC_YES_NO","Payroll Statutory Unit For United States","North Dakota W-2 Reporting Rules","Captures Terminated Business"
"Terminated Business","_TERMINATED_BUSINESS(PER_ORGANIZATION_INFORMATION_EFF=HRX_US_PSU_W2_RULES_NE)","No","HRC_YES_NO","Payroll Statutory Unit For United States","Nebraska W-2 Reporting Rules","Captures Terminated Business"
"Terminated Business","_TERMINATED_BUSINESS(PER_ORGANIZATION_INFORMATION_EFF=HRX_US_PSU_W2_RULES_NJ)","No","HRC_YES_NO","Payroll Statutory Unit For United States","New Jersey W-2 Reporting Rules","Captures Terminated Business"
"Terminated Business","_TERMINATED_BUSINESS(PER_ORGANIZATION_INFORMATION_EFF=HRX_US_PSU_W2_RULES_NM)","No","HRC_YES_NO","Payroll Statutory Unit For United States","New Mexico W-2 Reporting Rules","Captures Terminated Business"
"Terminated Business","_TERMINATED_BUSINESS(PER_ORGANIZATION_INFORMATION_EFF=HRX_US_PSU_W2_RULES_OH)","No","HRC_YES_NO","Payroll Statutory Unit For United States","Ohio W-2 Reporting Rules","Captures Terminated Business"
"Terminated Business","_TERMINATED_BUSINESS(PER_ORGANIZATION_INFORMATION_EFF=HRX_US_PSU_W2_RULES_OR)","No","HRC_YES_NO","Payroll Statutory Unit For United States","Oregon W-2 Reporting Rules","Captures Terminated Business"
"Terminated Business","_TERMINATED_BUSINESS(PER_ORGANIZATION_INFORMATION_EFF=HRX_US_PSU_W2_RULES_PA)","No","HRC_YES_NO","Payroll Statutory Unit For United States","Pennsylvania W-2 Reporting Rules","Captures Terminated Business"
"Terminated Business","_TERMINATED_BUSINESS(PER_ORGANIZATION_INFORMATION_EFF=HRX_US_PSU_W2_RULES_PR)","No","HRC_YES_NO","Payroll Statutory Unit For United States","Puerto Rico W-2 Reporting Rules","Captures Terminated Business"
"Terminated Business","_TERMINATED_BUSINESS(PER_ORGANIZATION_INFORMATION_EFF=HRX_US_PSU_W2_RULES_RI)","No","HRC_YES_NO","Payroll Statutory Unit For United States","Rhode Island W-2 Reporting Rules","Captures Terminated Business"
